,'caller_id','assigned_to','assignment_group','u_symptom','sys_updated_by','incident_state','subcategory','category','active','u_priority_confirmation','sys_created_by','opened_by','location','made_sla','knowledge','priority','complTime'
24078,1915,1,65,413,325,5,122,34,2,1,1,188,61,2,2,3,342.6
24079,1915,1,65,413,105,5,122,34,2,1,1,188,61,2,2,3,342.6
24083,1915,210,65,413,763,7,122,34,1,1,1,188,61,1,2,3,342.6
24084,4307,1,63,1,763,8,249,8,2,1,1,33,9,2,2,3,342.433333333333
24087,4307,15,20,1,307,2,249,8,2,1,1,33,9,2,2,3,342.433333333333
24092,4307,18,65,1,315,2,249,8,2,1,1,33,9,2,2,3,342.433333333333
24097,2864,1,65,474,156,9,68,46,2,1,1,16,219,2,2,3,342.433333333333
24098,2864,1,65,474,763,7,68,46,1,1,1,16,219,1,2,3,342.433333333333
24109,3218,157,43,144,763,7,222,36,1,1,3,33,181,1,2,3,342.433333333333
24115,1648,1,65,413,763,9,122,34,2,1,1,16,45,2,2,4,342.35
24120,5001,75,1,18,763,7,169,17,1,1,3,33,219,1,2,3,342.333333333333
24127,2539,213,51,1,469,2,75,38,2,1,25,62,13,2,2,3,342.3
24128,2539,213,51,1,201,9,75,38,2,1,25,62,13,2,2,3,342.3
24132,4924,4,43,367,105,8,224,36,2,1,153,202,181,2,2,3,459.416666666667
24135,4924,4,50,160,251,2,147,38,2,1,153,202,181,2,2,3,459.416666666667
24149,1065,18,65,367,315,2,75,17,2,1,1,188,45,2,2,3,342.233333333333
24151,1065,18,65,367,315,9,75,17,2,1,1,188,45,2,2,3,342.233333333333
24153,3055,34,65,450,156,8,76,17,2,1,156,16,219,2,2,4,430.366666666667
24154,3055,34,65,450,156,8,76,17,2,1,156,16,219,2,2,4,430.366666666667
24155,3055,34,65,450,585,2,76,17,2,1,156,16,219,2,2,4,430.366666666667
24166,4307,229,63,514,225,2,249,8,2,1,1,33,9,2,2,3,435.316666666667
24168,4307,1,65,514,225,2,249,8,2,1,1,33,9,2,2,3,435.316666666667
24175,4307,229,63,514,225,2,249,8,2,1,1,33,9,2,2,3,435.316666666667
24182,2342,75,1,1,763,7,76,17,1,1,3,33,219,1,2,3,342.183333333333
24187,2260,75,1,367,763,7,75,17,1,1,3,33,61,1,2,3,342.133333333333
24193,4685,195,65,367,109,9,75,14,2,1,1,6,171,2,2,2,342.133333333333
24195,4145,235,65,367,31,8,122,34,2,1,127,188,37,2,2,3,342.116666666667
24199,2864,75,65,23,325,8,76,17,2,1,3,33,219,2,2,3,342.066666666667
24207,2058,1,1,23,28,8,76,17,2,1,1,6,219,2,2,3,411.083333333333
24215,2058,54,65,23,763,7,76,17,1,2,1,6,219,1,2,3,411.083333333333
24220,4055,196,18,28,108,9,26,29,2,1,24,87,106,2,2,3,341.916666666667
24235,2235,1,1,21,315,9,76,17,2,1,3,33,219,2,2,3,341.833333333333
24238,745,142,65,1,770,2,75,46,2,1,1,188,166,2,2,3,407.916666666667
24244,745,54,65,1,446,9,75,46,2,2,1,188,166,2,2,3,407.916666666667
24246,1915,1,45,413,763,8,67,50,2,1,1,188,61,2,2,3,341.816666666667
24253,1915,151,71,413,812,9,67,50,2,1,1,188,61,2,1,3,341.816666666667
24255,3051,81,43,151,325,8,224,36,2,1,3,33,181,2,2,3,451.766666666667
24258,3051,81,43,151,521,2,224,36,2,1,3,33,181,2,2,3,451.766666666667
24263,3324,75,65,1,325,2,76,17,2,1,3,33,219,2,2,3,341.566666666667
24271,4897,72,49,367,511,9,248,24,2,1,25,62,106,2,2,3,341.433333333333
24273,4695,1,65,18,763,8,76,17,2,1,1,33,61,2,2,3,403.5
24281,4695,54,65,18,446,9,76,17,2,2,1,33,61,2,2,3,403.5
24288,4507,143,14,367,781,2,75,34,2,1,55,117,149,2,2,3,461.483333333333
24290,4507,143,14,1,781,2,133,38,2,1,55,117,149,2,2,3,461.483333333333
24293,4507,143,14,1,59,2,133,38,2,2,55,117,149,2,2,1,461.483333333333
24298,2551,75,71,475,325,8,30,46,2,1,3,33,185,2,2,3,382.483333333333
24300,2551,75,77,413,325,2,240,46,2,1,3,33,185,2,2,3,382.483333333333
24305,3408,1,77,1,763,8,16,46,2,1,1,33,181,2,2,3,341.466666666667
24309,3408,110,60,1,659,9,16,46,2,1,1,33,181,2,2,3,341.466666666667
24315,3632,72,48,1,714,8,183,34,2,1,3,33,45,2,2,3,341.466666666667
24329,672,1,65,367,589,2,75,46,2,1,1,33,45,2,2,3,581.433333333333
24331,672,1,65,367,469,5,75,46,2,1,1,33,45,2,2,3,581.433333333333
24339,1421,215,21,367,199,2,239,46,2,1,156,16,45,2,2,3,341.133333333333
24340,1421,215,21,367,199,2,239,46,2,1,156,16,45,2,2,3,341.133333333333
24342,1421,215,21,367,199,9,239,46,2,1,156,16,45,2,2,3,341.133333333333
24348,386,75,1,450,28,2,76,17,2,1,3,33,106,2,2,3,341.116666666667
24353,4761,45,18,1,828,9,75,19,2,1,103,167,106,2,2,3,341.183333333333
24360,4279,123,16,1,686,8,191,14,2,1,3,33,219,2,2,3,340.933333333333
24364,4711,1,65,1,763,7,122,38,1,1,1,186,13,1,2,3,340.916666666667
24371,741,1,1,396,325,8,28,11,2,1,1,33,106,2,2,3,455.933333333333
24374,741,54,65,396,446,9,28,11,2,2,1,33,106,2,2,3,455.933333333333
24379,741,75,1,396,177,2,28,11,2,2,1,33,106,2,2,3,455.933333333333
24383,741,1,1,396,446,5,28,11,2,2,1,33,106,2,2,3,455.933333333333
24391,741,103,68,367,412,9,204,54,2,2,1,6,106,2,2,3,578.766666666667
24393,741,103,68,367,177,2,204,54,2,2,1,6,106,2,2,3,578.766666666667
24399,2510,1,65,1,325,9,75,38,2,1,1,33,45,2,2,3,340.6
24404,2856,1,71,1,812,9,34,46,2,1,1,33,106,2,2,3,340.5
24406,3589,75,65,396,325,8,28,11,2,1,3,33,9,2,2,3,340.633333333333
24411,3589,75,1,396,315,5,28,11,2,1,3,33,9,2,2,3,340.633333333333
24420,85,183,20,274,80,2,6,11,2,1,24,87,9,2,2,3,340.433333333333
24423,85,183,20,274,763,7,6,11,1,1,24,87,9,1,2,3,340.433333333333
24426,2856,151,71,367,812,9,34,46,2,1,1,33,106,2,2,3,340.4
24429,4914,59,15,1,451,8,10,35,2,1,127,188,176,2,2,3,340.35
24433,1553,1,1,1,28,2,75,50,2,1,127,188,38,2,2,3,340.333333333333
24436,1749,1,65,1,763,8,122,38,2,1,1,117,106,2,2,3,340.3
24439,2908,75,65,396,446,8,28,11,2,1,24,87,219,2,2,3,340.266666666667
24450,1015,40,16,1,388,5,82,26,2,1,3,33,219,2,2,3,766.333333333333
24456,1015,207,16,1,135,5,82,26,2,1,3,33,219,2,2,3,766.333333333333
24459,1015,207,16,1,135,5,82,26,2,1,3,33,219,2,2,3,766.333333333333
24460,1015,207,16,1,135,9,82,26,2,2,3,33,219,2,2,3,766.333333333333
24464,3033,143,14,1,781,9,133,38,2,1,55,117,149,2,2,3,340.116666666667
24468,4478,122,48,367,795,2,183,34,2,1,108,172,106,2,2,3,576.233333333333
24470,4478,122,48,367,714,5,183,34,2,1,108,172,106,2,2,3,576.233333333333
24481,4549,139,70,29,729,9,171,13,2,2,1,188,168,2,2,3,604.233333333333
24490,1876,100,2,367,469,2,75,38,2,1,3,33,106,2,2,3,746.166666666667
24495,1876,100,33,1,763,7,122,34,1,2,3,33,106,1,2,3,746.166666666667
24498,3696,1,13,1,763,7,75,14,1,1,3,33,114,1,2,3,339.85
24502,2291,208,50,41,714,2,183,34,2,1,3,33,106,2,2,3,339.9
24504,2291,208,59,166,822,2,159,38,2,1,3,33,106,2,2,3,339.9
24517,4965,1,43,167,156,2,227,36,2,1,24,87,173,2,2,3,339.733333333333
24521,4965,1,1,167,348,2,227,36,2,1,24,87,173,2,2,3,339.733333333333
24524,4965,1,1,167,156,2,227,36,2,1,24,87,173,2,2,3,339.733333333333
24527,4965,75,1,167,469,9,227,36,2,1,24,87,173,2,2,3,339.733333333333
24532,4309,1,65,1,585,2,235,14,2,1,1,188,106,2,2,3,405.816666666667
24533,4309,1,65,1,13,5,235,14,2,1,1,188,106,2,2,3,405.816666666667
24539,4309,1,1,1,446,5,235,14,2,1,1,188,106,2,2,3,405.816666666667
24548,3376,27,67,367,763,7,204,54,1,2,1,6,13,1,2,3,618.8
24552,4563,1,1,18,770,2,76,17,2,1,1,188,219,2,2,3,402.8
24555,4563,54,65,18,446,9,76,17,2,2,1,188,219,2,2,3,402.8
24560,1702,98,13,1,763,2,209,32,2,1,1,188,219,2,2,3,339.616666666667
24562,1702,151,71,472,812,9,166,46,2,1,1,188,219,2,2,3,339.616666666667
24567,176,207,18,370,31,2,209,32,2,1,127,188,106,2,2,3,548.7
24572,176,207,16,367,135,5,169,17,2,1,127,188,106,2,2,3,548.7
24580,2173,127,13,376,819,2,210,32,2,1,127,188,61,2,2,3,504.683333333333
24581,2173,127,13,376,728,2,210,32,2,1,127,188,61,2,2,3,504.683333333333
24587,4432,1,1,450,469,2,64,59,2,1,1,186,166,2,2,3,407.666666666667
24593,4432,54,65,450,763,7,64,59,1,2,1,186,166,1,2,3,407.666666666667
24599,2838,207,16,120,135,9,79,46,2,2,127,188,119,2,2,3,404.666666666667
24603,553,1,1,1,315,8,75,38,2,1,1,33,176,2,2,3,339.65
24609,553,1,65,1,156,5,75,38,2,1,1,33,176,2,2,3,339.65
24617,4278,145,18,1,325,2,191,14,2,1,145,6,106,2,2,3,602.583333333333
24618,4278,145,21,1,108,2,191,14,2,1,145,6,106,2,2,3,602.583333333333
24622,2750,145,21,1,325,8,37,26,2,1,3,33,45,2,2,3,339.583333333333
24632,4029,29,18,450,345,9,64,17,2,2,127,188,79,2,2,3,597.483333333333
24638,2139,103,68,1,763,7,204,54,1,2,1,188,15,1,2,3,427.433333333333
24640,1407,1,65,1,585,2,28,11,2,1,1,33,106,2,2,3,339.283333333333
24645,4029,219,65,1,585,2,75,29,2,1,127,188,79,2,2,3,596.4
24649,4029,219,39,1,200,5,75,29,2,1,127,188,79,2,2,3,596.4
24660,4029,1,18,1,31,2,75,29,2,2,127,188,79,2,2,3,596.4
24661,4029,1,39,1,31,2,75,29,2,2,127,188,79,2,2,3,596.4
24672,2396,1,67,367,325,2,75,14,2,1,1,188,9,2,2,3,597.3
24674,2396,27,67,367,329,2,75,14,2,1,1,188,9,2,2,3,597.3
24677,387,75,65,509,446,8,195,4,2,1,24,87,98,2,2,3,545.283333333333
24688,387,75,65,509,225,2,195,4,2,1,24,87,98,2,2,3,545.283333333333
24690,387,75,1,509,469,2,195,4,2,1,24,87,98,2,2,3,545.283333333333
24696,3433,169,18,261,31,2,64,59,2,1,123,186,13,2,2,3,407.266666666667
24705,4410,158,17,1,31,2,75,59,2,1,127,188,193,2,2,3,339.266666666667
24707,4410,225,17,1,222,2,75,59,2,1,127,188,193,2,2,3,339.266666666667
24708,4410,158,17,1,222,2,75,59,2,1,127,188,193,2,2,3,339.266666666667
24722,3967,76,20,367,736,2,75,15,2,1,3,33,9,2,2,3,339.133333333333
24723,3967,76,20,367,736,2,75,15,2,1,3,33,9,2,2,3,339.133333333333
24732,3021,157,53,174,763,7,155,38,1,2,127,188,106,1,2,3,788.116666666667
24745,931,171,65,367,763,7,108,38,1,1,1,6,111,1,2,3,338.916666666667
24763,2259,123,13,518,109,8,191,14,2,1,145,6,219,2,2,3,338.833333333333
24764,2259,123,13,518,109,8,191,14,2,1,145,6,219,2,2,3,338.833333333333
24774,850,149,1,367,28,2,75,17,2,1,24,87,61,2,2,3,338.95
24780,850,149,17,367,10,9,75,17,2,1,24,87,61,2,2,3,338.95
24781,850,149,17,367,763,7,75,17,1,1,24,87,61,1,2,3,338.95
24791,2699,1,65,1,105,5,223,44,2,1,1,33,222,2,2,3,393.883333333333
24792,2699,115,65,1,664,9,223,44,2,2,1,33,222,2,2,3,393.883333333333
24799,387,199,1,367,664,2,75,34,2,1,123,186,98,2,2,3,338.733333333333
24801,387,75,1,367,763,7,75,34,1,1,123,186,98,1,2,3,338.733333333333
24803,3655,75,65,1,585,2,75,17,2,1,3,33,176,2,2,3,338.733333333333
24819,2919,220,48,367,763,7,183,34,1,1,42,112,98,1,2,3,338.65
24822,4923,75,1,1,451,2,75,24,2,1,127,188,35,2,2,3,338.65
24823,4923,75,1,1,109,2,75,24,2,1,127,188,35,2,2,3,338.65
24831,2259,123,1,1,347,2,195,4,2,1,145,6,219,2,2,3,338.616666666667
24841,3098,1,1,450,325,8,76,17,2,1,1,188,199,2,2,3,401.716666666667
24847,1117,98,13,1,763,2,209,32,2,1,1,188,225,2,2,3,430.666666666667
24853,1117,128,53,1,805,2,158,38,2,1,1,188,225,2,2,3,430.666666666667
24862,1117,75,65,1,469,9,158,38,2,2,1,188,225,2,2,3,430.666666666667
24864,4250,1,65,1,763,8,75,24,2,1,1,188,216,2,2,3,404.633333333333
24869,4250,1,1,1,469,5,28,11,2,1,1,188,216,2,2,3,404.633333333333
24878,3655,103,68,1,763,7,75,54,1,2,1,33,176,1,2,3,576.616666666667
24897,702,81,53,367,521,9,159,38,2,1,127,188,219,2,2,3,338.566666666667
24899,387,90,16,1,25,8,75,15,2,1,123,186,98,2,2,3,455.55
24900,387,90,24,1,686,8,75,15,2,1,123,186,98,2,2,3,455.55
24907,4297,75,65,367,428,8,75,14,2,1,145,6,176,2,2,3,338.416666666667
24915,4968,1,23,367,236,2,199,34,2,1,127,188,181,2,2,3,338.266666666667
24916,4968,1,65,367,236,2,199,34,2,1,127,188,181,2,2,3,338.266666666667
24924,3352,166,65,1,763,7,122,38,1,1,1,186,45,1,2,3,338.1
24927,3352,75,1,1,347,2,169,17,2,1,24,87,45,2,2,3,338.1
24932,2866,169,13,367,109,8,75,14,2,1,145,6,176,2,2,3,338.166666666667
24942,537,1,1,1,446,5,76,17,2,1,1,33,106,2,2,3,404.1
24948,2464,1,1,1,105,2,75,46,2,1,1,188,106,2,2,3,406.083333333333
24954,2464,1,1,1,446,5,75,46,2,1,1,188,106,2,2,3,406.083333333333
24963,3205,172,20,367,32,5,75,46,2,1,127,188,9,2,2,3,337.933333333333
24966,3205,172,20,367,32,9,75,46,2,1,127,188,9,2,2,3,337.933333333333
24971,2312,123,16,367,763,7,75,15,1,1,85,149,106,1,2,3,337.9
24973,2837,88,25,218,557,9,246,38,2,1,47,114,106,2,2,3,337.8
24975,4481,225,17,379,222,2,66,50,2,1,168,32,61,2,2,3,337.75
24986,3143,1,1,367,469,5,209,32,2,1,127,188,106,2,2,3,645.866666666667
24988,3143,1,47,21,325,2,76,17,2,1,127,188,106,2,2,3,645.866666666667
24990,3143,1,63,21,712,2,76,17,2,1,127,188,106,2,2,3,645.866666666667
24992,3143,1,65,21,225,2,76,17,2,1,127,188,106,2,2,3,645.866666666667
25000,3143,75,1,21,469,9,76,17,2,2,127,188,106,2,2,3,645.866666666667
25008,4101,1,60,191,812,5,17,46,2,1,1,33,106,2,2,3,447.833333333333
25011,4101,110,60,191,763,7,17,46,1,2,1,33,106,1,2,3,447.833333333333
25012,5145,225,17,367,222,2,75,50,2,1,168,32,61,2,2,3,337.683333333333
25015,2873,39,48,1,574,2,122,38,2,1,52,109,99,2,2,3,337.5
25016,2873,39,48,1,383,9,122,38,2,1,52,109,99,2,2,3,337.5
25018,2472,59,15,367,478,2,151,38,2,1,32,91,99,2,2,3,549.633333333333
25030,3914,137,1,240,156,2,169,17,2,1,145,6,9,2,2,3,337.5
25035,3914,1,47,418,728,2,169,17,2,1,145,6,9,2,2,3,337.5
25040,3531,225,17,1,25,8,239,46,2,1,123,186,61,2,2,3,337.466666666667
25044,3531,225,17,1,222,5,239,46,2,1,123,186,61,2,2,3,337.466666666667
25049,4593,163,17,367,763,7,75,9,1,1,119,183,61,1,2,3,337.433333333333
25051,5186,135,18,1,325,8,75,59,2,1,3,33,106,2,2,3,379.55
25059,5145,94,13,367,226,2,210,32,2,1,168,32,61,2,2,3,337.533333333333
25065,1866,110,60,147,659,9,17,46,2,1,1,188,106,2,2,3,337.45
25069,260,196,1,370,28,2,101,46,2,1,3,33,13,2,2,3,449.416666666667
25074,260,196,18,367,108,9,101,46,2,2,3,33,13,2,2,3,449.416666666667
25078,2639,225,17,367,763,7,75,26,1,1,180,1,61,1,2,3,337.2
25081,5145,75,1,376,469,2,210,32,2,1,168,32,61,2,2,3,337.316666666667
25083,5145,75,1,376,222,5,210,32,2,1,168,32,61,2,2,3,337.316666666667
25087,755,219,39,367,200,2,38,29,2,1,164,26,13,2,2,3,337.1
25096,3881,1,1,1,469,5,248,24,2,1,3,33,106,2,2,3,623.2
25097,3881,34,1,1,325,9,248,24,2,2,3,33,106,2,2,3,623.2
25098,3881,34,1,1,671,2,248,24,2,2,3,33,106,2,2,3,623.2
25105,755,219,39,467,200,2,179,29,2,1,164,26,13,2,2,3,337.033333333333
25107,755,219,39,467,200,9,179,29,2,1,164,26,13,2,2,3,337.033333333333
25112,3083,108,24,367,763,7,75,59,1,2,47,114,80,1,2,3,336.933333333333
25113,2568,4,65,1,31,8,75,38,2,1,127,188,29,2,2,3,618.066666666667
25116,2568,4,31,1,716,2,131,38,2,1,127,188,29,2,2,3,618.066666666667
25127,2244,18,1,274,315,9,6,11,2,1,123,186,181,2,2,3,336.866666666667
25135,2126,196,18,288,469,2,36,27,2,1,3,33,106,2,2,3,337
25136,2126,196,18,288,606,2,36,27,2,1,3,33,106,2,2,3,337
25142,278,58,13,367,712,2,75,46,2,1,170,35,45,2,2,3,446.983333333333
25152,278,34,1,367,763,7,75,46,1,2,170,35,45,1,2,3,446.983333333333
25160,1491,169,22,367,325,2,98,59,2,1,8,61,176,2,2,3,406.9
25167,4152,3,23,367,236,9,199,34,2,1,174,40,216,2,2,1,234.9
25171,2063,207,16,1,325,8,75,46,2,1,3,33,219,2,2,3,336.716666666667
25175,3423,215,21,344,258,8,64,59,2,1,170,35,45,2,2,3,336.833333333333
25181,3423,215,21,344,763,7,64,59,1,1,170,35,45,1,2,3,336.833333333333
25186,2472,59,31,367,763,7,131,38,1,2,32,91,99,1,2,3,548.8
25187,548,1,65,1,585,8,122,34,2,1,55,117,149,2,2,3,336.633333333333
25198,1400,145,21,367,783,9,196,46,2,1,145,6,45,2,2,3,336.583333333333
25199,1400,145,21,367,763,7,196,46,1,1,145,6,45,1,2,3,336.583333333333
25205,548,1,65,1,659,8,193,24,2,1,1,117,149,2,2,3,401.616666666667
25207,548,1,1,1,28,2,193,24,2,1,1,117,149,2,2,3,401.616666666667
25211,548,1,1,1,469,2,193,24,2,1,1,117,149,2,2,3,401.616666666667
25226,548,1,1,1,469,2,75,14,2,1,1,117,149,2,2,3,401.433333333333
25230,548,54,65,1,763,7,75,14,1,2,1,117,149,1,2,3,401.433333333333
25233,548,1,65,367,347,2,169,17,2,1,1,117,149,2,2,3,401.333333333333
25238,548,1,47,367,728,2,169,17,2,1,1,117,149,2,2,3,401.333333333333
25242,548,1,1,367,469,5,169,17,2,1,1,117,149,2,2,3,401.333333333333
25250,548,235,33,1,763,7,75,34,1,1,55,117,149,1,2,3,336.133333333333
25253,3021,45,18,1,399,5,6,11,2,1,123,186,106,2,2,3,336.216666666667
25260,548,1,1,1,28,2,75,19,2,1,1,117,149,2,2,3,401.2
25265,548,1,1,1,469,5,75,19,2,1,1,117,149,2,2,3,401.2
25278,1466,143,65,51,156,5,10,35,2,1,3,33,9,2,2,3,429.1
25281,1466,143,15,105,781,9,10,35,2,2,3,33,9,2,2,3,429.1
25284,548,235,33,1,585,8,193,24,2,1,55,117,149,2,2,3,335.8
25287,548,1,65,1,763,8,248,24,2,1,1,117,149,2,2,3,335.9
25288,548,1,1,1,28,8,248,24,2,1,1,117,149,2,2,3,335.9
25294,548,92,65,1,109,5,248,24,2,1,1,117,149,2,2,3,335.9
25296,548,92,65,1,105,5,248,24,2,1,1,117,149,2,2,3,335.9
25303,3821,31,65,21,325,2,76,17,2,1,55,117,106,2,2,3,335.7
25308,3821,31,1,21,763,7,76,17,1,1,55,117,106,1,2,3,335.7
25320,1815,1,48,472,28,9,122,38,2,1,124,187,181,2,2,3,334.716666666667
25328,548,1,1,367,469,5,193,24,2,1,1,158,149,2,2,3,399.816666666667
25330,548,54,65,367,763,7,193,24,1,2,1,158,149,1,2,3,399.816666666667
25333,548,1,1,447,347,2,193,24,2,1,1,158,149,2,2,3,399.783333333333
25336,548,1,47,447,347,2,193,24,2,1,1,158,149,2,1,3,399.783333333333
25344,548,1,1,447,469,5,193,24,2,1,1,158,149,2,1,3,399.783333333333
25346,548,1,1,447,446,5,193,24,2,1,1,158,149,2,1,3,399.783333333333
25349,548,235,65,411,13,8,122,34,2,1,121,158,149,2,2,3,334.616666666667
25353,548,235,33,411,763,7,122,34,1,1,121,158,149,1,2,3,334.616666666667
25359,1770,1,1,367,325,5,75,8,2,1,1,88,219,2,2,3,334.216666666667
25362,1770,229,63,367,763,7,75,8,1,1,1,88,219,1,1,3,334.216666666667
25363,3609,135,18,1,451,8,64,59,2,1,26,88,106,2,2,3,331.933333333333
25371,3609,135,18,1,105,2,64,59,2,1,26,88,106,2,2,3,331.933333333333
25374,902,1,13,1,763,8,75,14,2,1,1,122,45,2,1,3,327
25378,1,67,30,367,565,8,75,32,2,1,50,100,199,2,1,4,0.233333333333333
25386,5140,199,65,367,763,7,75,19,1,1,1,202,28,1,1,3,326.066666666667
25388,3866,133,13,367,675,9,75,19,2,1,83,153,106,2,1,3,0.0333333333333333
25399,3867,215,21,367,199,9,248,24,2,2,153,202,45,2,1,3,798.15
25401,3867,215,21,367,673,2,248,24,2,2,153,202,45,2,1,3,798.15
25404,3867,145,21,367,199,2,248,24,2,2,153,202,45,2,1,3,798.15
25410,4882,115,65,367,664,9,75,46,2,1,1,122,61,2,1,3,325.95
25412,1597,211,41,467,105,8,179,29,2,1,153,202,45,2,1,3,418.85
25417,709,93,1,367,105,8,75,29,2,1,153,202,45,2,1,3,325.616666666667
25424,3155,133,13,7,675,7,248,24,1,1,57,120,28,2,1,3,13.2333333333333
25430,4914,75,1,367,315,5,13,59,2,1,153,202,176,2,1,3,392.466666666667
25432,4914,75,1,367,469,5,13,59,2,1,153,202,176,2,1,3,392.466666666667
25435,553,1,65,367,763,8,75,24,2,1,1,202,176,2,1,3,323
25442,2223,159,45,313,638,2,116,50,2,1,3,33,45,2,1,2,323.116666666667
25445,2223,159,45,313,763,7,116,50,1,1,3,33,45,1,1,2,323.116666666667
25446,2223,1,1,1,763,8,1,33,2,1,1,83,1,2,1,3,389.016666666667
25460,2547,48,60,367,325,2,169,17,2,1,3,33,106,2,1,3,322.3
25471,2547,1,1,367,28,2,169,17,2,1,3,33,106,2,1,3,322.3
25472,2547,75,1,367,469,9,169,17,2,1,3,33,106,2,1,3,322.3
25478,2915,172,20,15,763,7,127,15,1,1,153,202,9,1,1,2,322.133333333333
25481,1119,75,65,7,469,9,248,24,2,1,1,202,61,2,1,3,321.966666666667
25482,1119,75,65,7,763,7,248,24,1,1,1,202,61,1,1,3,321.966666666667
25490,1721,1,23,367,763,8,199,34,2,1,1,33,45,2,1,3,321.916666666667
25497,1721,1,59,1,201,8,21,50,2,1,1,33,45,2,1,3,321.916666666667
25502,3793,215,21,367,783,2,75,50,2,1,3,33,45,2,1,3,322.016666666667
25505,3793,215,21,367,199,5,75,50,2,1,3,33,45,2,1,3,322.016666666667
25514,1801,169,22,21,469,2,76,17,2,1,127,188,40,2,1,3,439.9
25523,574,1,1,367,156,5,76,17,2,1,1,188,61,2,1,3,384.866666666667
25525,574,1,1,367,156,5,76,17,2,1,1,188,61,2,1,3,384.866666666667
25534,3100,89,33,1,763,7,75,24,1,1,127,188,45,1,1,3,409.533333333333
25548,4241,235,33,1,30,2,122,34,2,1,103,167,219,2,1,3,321.633333333333
25551,3956,138,65,413,734,8,122,34,2,1,87,124,61,2,1,3,321.55
25560,4203,172,20,347,226,2,37,26,2,1,3,33,33,2,1,3,321.533333333333
25567,373,1,1,8,325,8,58,50,2,1,1,33,106,2,1,3,321.666666666667
25575,4003,1,13,1,325,2,75,14,2,1,1,33,219,2,1,3,321.416666666667
25578,4003,1,1,1,446,2,75,14,2,1,1,33,219,2,1,3,321.416666666667
25587,232,1,71,367,156,2,240,46,2,1,1,16,199,2,1,4,321.4
25592,2128,142,65,1,763,7,122,34,1,1,1,167,61,1,1,3,321.25
25598,4495,89,65,413,325,8,122,34,2,1,87,124,219,2,1,3,321.25
25602,4495,89,33,413,560,9,122,34,2,1,87,124,219,2,1,3,321.25
25611,702,89,33,367,822,2,155,38,2,1,3,33,219,2,1,2,321.333333333333
25612,702,89,65,367,712,2,155,38,2,1,3,33,219,2,1,2,321.333333333333
25617,3607,45,65,367,31,8,75,17,2,1,127,188,106,2,1,3,389.316666666667
25626,3607,45,18,367,399,9,75,17,2,2,127,188,106,2,1,3,389.316666666667
25631,574,133,65,367,325,5,248,24,2,1,127,188,61,2,1,3,74.35
25632,574,133,65,367,325,5,248,24,2,1,127,188,61,2,1,3,74.35
25646,2745,149,17,15,222,2,50,26,2,1,3,33,61,2,1,3,321.116666666667
25647,2745,149,17,15,10,2,50,26,2,1,3,33,61,2,1,3,321.116666666667
25655,4280,210,65,413,763,7,122,34,1,1,1,16,45,2,1,4,321.083333333333
25658,1569,75,1,1,734,2,210,32,2,1,127,188,61,2,1,3,415.216666666667
25660,1569,75,47,1,712,2,210,32,2,1,127,188,61,2,1,3,415.216666666667
25665,1569,75,1,1,469,9,210,32,2,2,127,188,61,2,1,3,415.216666666667
25670,1569,75,1,1,346,2,210,32,2,2,127,188,61,2,1,3,415.216666666667
25674,4003,1,65,367,763,8,248,24,2,1,1,124,219,2,1,3,321.233333333333
25676,4003,1,65,367,25,8,248,24,2,1,1,124,219,2,1,3,321.233333333333
25680,4003,1,1,367,469,2,248,24,2,1,1,124,219,2,1,3,321.233333333333
25686,800,122,48,367,451,8,122,34,2,1,127,188,45,2,1,3,321.05
25694,1859,34,1,501,105,5,103,59,2,1,3,33,106,2,1,3,410.183333333333
25698,702,157,53,367,325,2,155,38,2,1,3,33,219,2,1,3,321.016666666667
25703,2891,3,48,1,325,8,183,34,2,1,127,188,219,2,1,3,321.016666666667
25710,2884,171,65,413,105,8,122,34,2,1,153,202,219,2,1,2,321.15
25713,2884,171,33,413,325,8,122,34,2,1,153,202,219,2,1,2,321.15
25723,4264,75,1,1,28,8,75,59,2,1,3,33,219,2,1,3,320.95
25729,2034,207,16,367,135,2,127,15,2,1,127,188,219,2,1,3,321.033333333333
25733,2034,207,16,367,135,9,127,15,2,1,127,188,219,2,1,3,321.033333333333
25735,4280,210,65,413,763,9,122,34,2,1,1,16,45,2,1,4,320.883333333333
25736,4280,210,65,413,763,7,122,34,1,1,1,16,45,2,1,4,320.883333333333
25767,4508,1,65,1,763,8,122,34,2,1,1,190,181,2,1,3,320.816666666667
25773,750,1,65,367,31,8,75,11,2,1,1,188,61,2,1,3,320.8
25776,750,1,65,367,315,2,75,11,2,1,1,188,61,2,1,3,320.8
25784,4593,163,17,367,845,5,75,9,2,1,119,183,61,2,1,3,320.783333333333
25795,3096,169,22,367,469,2,75,14,2,1,127,188,173,2,1,3,320.916666666667
25799,3096,169,22,367,31,2,75,14,2,1,127,188,173,2,1,3,320.916666666667
25800,3096,169,22,367,31,9,75,14,2,1,127,188,173,2,1,3,320.916666666667
25807,3598,50,69,322,763,7,204,54,1,2,1,16,45,1,1,3,529.9
25819,4015,1,65,1,763,8,75,24,2,1,1,188,198,2,1,3,320.833333333333
25823,4015,1,65,1,325,5,75,24,2,1,1,188,198,2,1,3,320.833333333333
25827,4015,75,65,1,763,7,75,24,1,1,1,188,198,1,1,3,320.833333333333
25828,2223,1,1,1,763,8,1,33,2,1,1,83,1,2,1,3,386.8
